Words,Freq,dominant.pos,POS
prettige,2.9921,ADJ,ADJ
verdachte,2.9921,N,NOU
welnee,2.9917,INT,INT
opgesloten,2.9908,WW,VER
daarbij,2.9903,BW,ADV
schitterend,2.9903,ADJ,ADJ
sexy,2.9899,ADJ,ADJ
toegeven,2.9899,WW,VER
aanraken,2.9894,WW,VER
ernaar,2.9894,BW,ADV
voorbeeld,2.989,N,NOU
waardeer,2.989,WW,VER
vijanden,2.9881,N,NOU
dans,2.9877,N,NOU
ontdekken,2.9877,WW,VER
soldaten,2.9877,N,NOU
verantwoordelijkheid,2.9877,N,NOU
wegens,2.9877,VZ,PRP
afdeling,2.9863,N,NOU
geheimen,2.9863,N,NOU
code,2.9859,N,NOU
minstens,2.9859,BW,ADV
rijke,2.9859,ADJ,ADJ
opgewonden,2.9854,WW,VER
begrafenis,2.985,N,NOU
lef,2.985,N,NOU
maan,2.9845,N,NOU
omgeving,2.9845,N,NOU
trok,2.9845,WW,VER
hoelang,2.9841,BW,ADV
aanwezig,2.9836,ADJ,ADJ
strand,2.9832,N,NOU
behandeld,2.9827,WW,VER
graf,2.9827,N,NOU
toeval,2.9827,N,NOU
ziekte,2.9827,N,NOU
daardoor,2.9809,BW,ADV
gedag,2.9809,N,NOU
klootzakken,2.9809,N,NOU
papier,2.9805,N,NOU
wassen,2.9805,WW,VER
dorp,2.98,N,NOU
kast,2.98,N,NOU
vrees,2.98,WW,VER
pers,2.9795,N,NOU
sterren,2.9795,N,NOU
kust,2.9791,N,NOU
omstandigheden,2.9791,N,NOU
overtuigd,2.9791,WW,VER
schot,2.9791,N,NOU
universiteit,2.9786,N,NOU
wed,2.9786,WW,VER
knieën,2.9782,N,NOU
hierin,2.9777,BW,ADV
opgenomen,2.9773,WW,VER
onthouden,2.9768,WW,VER
zojuist,2.9768,BW,ADV
hersens,2.9763,N,NOU
bewaren,2.9759,WW,VER
verderop,2.975,BW,ADV
daaraan,2.9736,BW,ADV
medicijnen,2.9731,N,NOU
pik,2.9727,WW,VER
duurde,2.9722,WW,VER
klant,2.9722,N,NOU
pot,2.9722,N,NOU
programma,2.9722,N,NOU
toestand,2.9717,N,NOU
brood,2.9713,N,NOU
ophangen,2.9708,WW,VER
kaarten,2.9703,N,NOU
maakten,2.9703,WW,VER
medelijden,2.9703,N,NOU
melden,2.9703,WW,VER
ontzettend,2.9699,ADJ,ADJ
sliep,2.9699,WW,VER
stonden,2.9699,WW,VER
dubbele,2.9694,ADJ,ADJ
gescheiden,2.9694,WW,VER
hersenen,2.9694,N,NOU
kunst,2.9694,N,NOU
ellende,2.9685,N,NOU
tellen,2.968,WW,VER
vanochtend,2.968,BW,ADV
slimme,2.9675,ADJ,ADJ
tong,2.9675,N,NOU
prettig,2.9671,ADJ,ADJ
stemmen,2.9671,N,NOU
lieten,2.9661,WW,VER
verslaan,2.9661,WW,VER
buren,2.9657,N,NOU
gebouwd,2.9652,WW,VER
jeugd,2.9652,N,NOU
verbrand,2.9652,WW,VER
klus,2.9647,N,NOU
badkamer,2.9643,N,NOU
breekt,2.9643,WW,VER
amper,2.9638,BW,ADV
wensen,2.9638,N,NOU
vijftien,2.9628,ADJ,ADJ
gaaf,2.9624,ADJ,ADJ
grijp,2.9624,WW,VER
hoefde,2.9619,WW,VER
vinger,2.9619,N,NOU
lelijk,2.9614,ADJ,ADJ
vervangen,2.9614,WW,VER
aangevallen,2.9609,WW,VER
he,2.9609,INT,INT
gewaarschuwd,2.9605,WW,VER
broers,2.96,N,NOU
schattig,2.96,ADJ,ADJ
verstoppen,2.96,WW,VER
zaterdag,2.96,N,NOU
bescherming,2.9595,N,NOU
maandag,2.9595,N,NOU
soldaat,2.9595,N,NOU
verslagen,2.959,WW,VER
vormen,2.959,WW,VER
zondag,2.959,N,NOU
redelijk,2.9586,ADJ,ADJ
appartement,2.9581,N,NOU
opa,2.9581,N,NOU
proces,2.9576,N,NOU
alarm,2.9571,N,NOU
keel,2.9571,N,NOU
menselijk,2.9571,ADJ,ADJ
nat,2.9571,ADJ,ADJ
ruiken,2.9571,WW,VER
vliegt,2.9571,WW,VER
terrein,2.9566,N,NOU
dichter,2.9562,ADJ,ADJ
londen,2.9562,N,NOU
rapport,2.9562,N,NOU
durft,2.9557,WW,VER
gezellig,2.9552,ADJ,ADJ
kip,2.9552,N,NOU
veroorzaakt,2.9552,WW,VER
grens,2.9547,N,NOU
leest,2.9542,WW,VER
jongeman,2.9533,N,NOU
verdomd,2.9533,WW,VER
belangrijker,2.9528,ADJ,ADJ
gaande,2.9528,WW,VER
la,2.9528,N,NOU
meedoen,2.9528,WW,VER
huur,2.9523,N,NOU
steen,2.9523,N,NOU
wedden,2.9523,WW,VER
accepteren,2.9513,WW,VER
pauze,2.9513,N,NOU
basis,2.9509,N,NOU
bleek,2.9509,WW,VER
huizen,2.9509,N,NOU
opgelost,2.9509,WW,VER
wijze,2.9509,N,NOU
buik,2.9504,N,NOU
lig,2.9504,WW,VER
waarschuw,2.9504,WW,VER
vernietigd,2.9494,WW,VER
genade,2.9484,N,NOU
gouden,2.9484,ADJ,ADJ
bezoeken,2.9479,WW,VER
zwijgen,2.9479,WW,VER
hoed,2.9469,N,NOU
naakt,2.9469,ADJ,ADJ
verkoopt,2.9469,WW,VER
haalde,2.9465,WW,VER
rechten,2.9465,N,NOU
spelletjes,2.9465,N,NOU
aanbod,2.9455,N,NOU
borst,2.9455,N,NOU
zette,2.9455,WW,VER
kogels,2.945,N,NOU
menselijke,2.945,ADJ,ADJ
tweeën,2.945,ADJ,ADJ
gepleegd,2.9445,WW,VER
namelijk,2.9445,BW,ADV
voorstel,2.944,N,NOU
bergen,2.9435,N,NOU
bord,2.9435,N,NOU
cadeau,2.9435,N,NOU
groene,2.9435,ADJ,ADJ
plegen,2.9435,WW,VER
tel,2.9435,WW,VER
vlieg,2.9435,WW,VER
geintje,2.9425,N,NOU
kloppen,2.9425,WW,VER
merken,2.9425,WW,VER
omgaan,2.9425,WW,VER
voedsel,2.9425,N,NOU
allerlei,2.9415,ADJ,ADJ
onszelf,2.9415,VNW,PRO
haten,2.941,WW,VER
liedje,2.941,N,NOU
stopte,2.941,WW,VER
handel,2.9405,N,NOU
teleurgesteld,2.9405,WW,VER
stoor,2.94,WW,VER
gewild,2.9395,WW,VER
noorden,2.9395,N,NOU
hekel,2.939,N,NOU
smerig,2.939,ADJ,ADJ
excuus,2.9385,N,NOU
besef,2.938,WW,VER
champagne,2.938,N,NOU
grotere,2.938,ADJ,ADJ
aangezien,2.9375,VG,CON
genezen,2.9375,WW,VER
ongerust,2.9375,ADJ,ADJ
opgepakt,2.9375,WW,VER
verdedigen,2.9375,WW,VER
bekeken,2.937,WW,VER
blanke,2.937,ADJ,ADJ
generaal,2.937,N,NOU
smerige,2.9365,ADJ,ADJ
beters,2.936,ADJ,ADJ
waardeloos,2.936,ADJ,ADJ
ramp,2.935,N,NOU
wandelen,2.935,WW,VER
krachten,2.9345,N,NOU
ontslag,2.9345,N,NOU
sir,2.9345,N,NOU
groeien,2.934,WW,VER
lichten,2.934,N,NOU
liefste,2.934,ADJ,ADJ
lossen,2.934,WW,VER
reactie,2.934,N,NOU
letten,2.9335,WW,VER
beveiliging,2.933,N,NOU
leugens,2.933,N,NOU
lijf,2.933,N,NOU
waarde,2.933,N,NOU
dienen,2.9325,WW,VER
studeren,2.932,WW,VER
testen,2.932,WW,VER
verbonden,2.932,WW,VER
daarop,2.932,BW,ADV
